id,domain,platform,severity,result,status,effort,confidence,title,affected_files,recommendation
SEC-BACKOFFICE-EP-037,security,backoffice,medium,unverified,open,S,low,Autorizacion de servidor no verificable: GET /feedback/public,src/api/feedback.ts,Declarar la regla de autorizacion de este endpoint en el servidor y cubrirla con una prueba negativa por rol.
SEC-BACKOFFICE-EP-039,security,backoffice,medium,unverified,open,S,low,Autorizacion de servidor no verificable: GET /mediations/{id},src/api/mediations.ts,Declarar la regla de autorizacion de este endpoint en el servidor y cubrirla con una prueba negativa por rol.
SEC-BACKOFFICE-EP-040,security,backoffice,medium,unverified,open,S,low,Autorizacion de servidor no verificable: GET /reports/seller/{id},src/api/reports.ts,Declarar la regla de autorizacion de este endpoint en el servidor y cubrirla con una prueba negativa por rol.
SEC-BACKOFFICE-EP-041,security,backoffice,medium,unverified,open,S,low,Autorizacion de servidor no verificable: GET /reports/summary,src/api/reports.ts,Declarar la regla de autorizacion de este endpoint en el servidor y cubrirla con una prueba negativa por rol.
SEC-BACKOFFICE-EP-042,security,backoffice,medium,unverified,open,S,low,Autorizacion de servidor no verificable: GET /sellers/{id},src/api/sellers.ts,Declarar la regla de autorizacion de este endpoint en el servidor y cubrirla con una prueba negativa por rol.
SEC-BACKOFFICE-EP-043,security,backoffice,medium,unverified,open,S,low,Autorizacion de servidor no verificable: GET /sellers/{id}/block-history,src/api/sellers.ts,Declarar la regla de autorizacion de este endpoint en el servidor y cubrirla con una prueba negativa por rol.
SEC-BACKOFFICE-EP-044,security,backoffice,medium,unverified,open,S,low,Autorizacion de servidor no verificable: GET /sellers/{id}/documents,src/api/sellers.ts,Declarar la regla de autorizacion de este endpoint en el servidor y cubrirla con una prueba negativa por rol.
SEC-BACKOFFICE-EP-045,security,backoffice,medium,unverified,open,S,low,Autorizacion de servidor no verificable: GET /sellers/{id}/reports,src/api/sellers.ts,Declarar la regla de autorizacion de este endpoint en el servidor y cubrirla con una prueba negativa por rol.
SEC-BACKOFFICE-EP-046,security,backoffice,medium,unverified,open,S,low,Autorizacion de servidor no verificable: GET /sellers/{id}/retiros,src/api/sellers.ts,Declarar la regla de autorizacion de este endpoint en el servidor y cubrirla con una prueba negativa por rol.
SEC-BACKOFFICE-EP-047,security,backoffice,medium,unverified,open,S,low,Autorizacion de servidor no verificable: GET /sellers/{id}/tickets,src/api/sellers.ts,Declarar la regla de autorizacion de este endpoint en el servidor y cubrirla con una prueba negativa por rol.
SEC-BACKOFFICE-EP-048,security,backoffice,medium,unverified,open,S,low,Autorizacion de servidor no verificable: GET /support/tickets/{id},src/api/support.ts,Declarar la regla de autorizacion de este endpoint en el servidor y cubrirla con una prueba negativa por rol.
SEC-BACKOFFICE-EP-049,security,backoffice,medium,unverified,open,S,low,Autorizacion de servidor no verificable: GET /support/tickets/{id}/attachments,src/api/support.ts,Declarar la regla de autorizacion de este endpoint en el servidor y cubrirla con una prueba negativa por rol.
SEC-BACKOFFICE-EP-050,security,backoffice,medium,unverified,open,S,low,Autorizacion de servidor no verificable: GET /support/tickets/{id}/messages,src/api/support.ts,Declarar la regla de autorizacion de este endpoint en el servidor y cubrirla con una prueba negativa por rol.
SEC-BACKOFFICE-EP-051,security,backoffice,medium,unverified,open,S,low,Autorizacion de servidor no verificable: GET /support/workspace,src/api/support.ts,Declarar la regla de autorizacion de este endpoint en el servidor y cubrirla con una prueba negativa por rol.
SEC-BACKOFFICE-EP-052,security,backoffice,medium,unverified,open,S,low,Autorizacion de servidor no verificable: GET /usuarios/{id}/notificaciones,src/api/notifications.ts,Declarar la regla de autorizacion de este endpoint en el servidor y cubrirla con una prueba negativa por rol.
SEC-BACKOFFICE-EP-053,security,backoffice,medium,unverified,open,S,low,Autorizacion de servidor no verificable: GET /usuarios/{id}/notificaciones/unread-count,src/api/notifications.ts,Declarar la regla de autorizacion de este endpoint en el servidor y cubrirla con una prueba negativa por rol.
SEC-BACKOFFICE-EP-054,security,backoffice,medium,unverified,open,S,low,Autorizacion de servidor no verificable: GET /validations/anuncios,src/api/validations.ts,Declarar la regla de autorizacion de este endpoint en el servidor y cubrirla con una prueba negativa por rol.
SEC-BACKOFFICE-EP-055,security,backoffice,medium,unverified,open,S,low,Autorizacion de servidor no verificable: GET /validations/automotive-services,src/api/capturers.ts,Declarar la regla de autorizacion de este endpoint en el servidor y cubrirla con una prueba negativa por rol.
SEC-BACKOFFICE-EP-056,security,backoffice,medium,unverified,open,S,low,Autorizacion de servidor no verificable: GET /validations/automotive-services/{id}/documents/{tipo},src/api/capturers.ts,Declarar la regla de autorizacion de este endpoint en el servidor y cubrirla con una prueba negativa por rol.
SEC-BACKOFFICE-EP-057,security,backoffice,medium,unverified,open,S,low,Autorizacion de servidor no verificable: GET /validations/capturers,src/api/capturers.ts,Declarar la regla de autorizacion de este endpoint en el servidor y cubrirla con una prueba negativa por rol.
SEC-BACKOFFICE-EP-058,security,backoffice,medium,unverified,open,S,low,Autorizacion de servidor no verificable: GET /validations/capturers/config,src/api/capturers.ts,Declarar la regla de autorizacion de este endpoint en el servidor y cubrirla con una prueba negativa por rol.
SEC-BACKOFFICE-EP-059,security,backoffice,medium,unverified,open,S,low,Autorizacion de servidor no verificable: GET /validations/capturers/{id}/captured-businesses,src/api/capturers.ts,Declarar la regla de autorizacion de este endpoint en el servidor y cubrirla con una prueba negativa por rol.
SEC-BACKOFFICE-EP-060,security,backoffice,medium,unverified,open,S,low,Autorizacion de servidor no verificable: GET /validations/capturers/{id}/documents/{tipo},src/api/capturers.ts,Declarar la regla de autorizacion de este endpoint en el servidor y cubrirla con una prueba negativa por rol.
SEC-BACKOFFICE-EP-061,security,backoffice,medium,unverified,open,S,low,Autorizacion de servidor no verificable: GET /validations/capturers/{id}/ranking,src/api/capturers.ts,Declarar la regla de autorizacion de este endpoint en el servidor y cubrirla con una prueba negativa por rol.
SEC-BACKOFFICE-EP-062,security,backoffice,medium,unverified,open,S,low,Autorizacion de servidor no verificable: GET /validations/{id},src/api/validations.ts,Declarar la regla de autorizacion de este endpoint en el servidor y cubrirla con una prueba negativa por rol.
SEC-BACKOFFICE-EP-068,security,backoffice,medium,unverified,open,S,low,Autorizacion de servidor no verificable: PATCH /alerts/{id}/review,src/api/alerts.ts,Declarar la regla de autorizacion de este endpoint en el servidor y cubrirla con una prueba negativa por rol.
SEC-BACKOFFICE-EP-071,security,backoffice,medium,unverified,open,S,low,Autorizacion de servidor no verificable: PATCH /backoffice/capturers/{id}/deactivate,src/api/capturers.ts,Declarar la regla de autorizacion de este endpoint en el servidor y cubrirla con una prueba negativa por rol.
SEC-BACKOFFICE-EP-072,security,backoffice,medium,unverified,open,S,low,Autorizacion de servidor no verificable: PATCH /backoffice/capturers/{id}/reactivate,src/api/capturers.ts,Declarar la regla de autorizacion de este endpoint en el servidor y cubrirla con una prueba negativa por rol.
SEC-BACKOFFICE-EP-075,security,backoffice,medium,unverified,open,S,low,Autorizacion de servidor no verificable: PATCH /mediations/{id}/init,src/api/mediations.ts,Declarar la regla de autorizacion de este endpoint en el servidor y cubrirla con una prueba negativa por rol.
SEC-BACKOFFICE-EP-076,security,backoffice,medium,unverified,open,S,low,Autorizacion de servidor no verificable: PATCH /receipts/{id}/resolve,src/api/receipts.ts,Declarar la regla de autorizacion de este endpoint en el servidor y cubrirla con una prueba negativa por rol.
SEC-BACKOFFICE-EP-077,security,backoffice,medium,unverified,open,S,low,Autorizacion de servidor no verificable: PATCH /sellers/{id},src/api/sellers.ts,Declarar la regla de autorizacion de este endpoint en el servidor y cubrirla con una prueba negativa por rol.
SEC-BACKOFFICE-EP-079,security,backoffice,medium,unverified,open,S,low,Autorizacion de servidor no verificable: PATCH /support/tickets/{id}/status,src/api/support.ts,Declarar la regla de autorizacion de este endpoint en el servidor y cubrirla con una prueba negativa por rol.
SEC-BACKOFFICE-EP-080,security,backoffice,medium,unverified,open,S,low,Autorizacion de servidor no verificable: PATCH /users/perfil,src/pages/CapturerAccountPage.tsx,Declarar la regla de autorizacion de este endpoint en el servidor y cubrirla con una prueba negativa por rol.
SEC-BACKOFFICE-EP-083,security,backoffice,medium,unverified,open,S,low,Autorizacion de servidor no verificable: PATCH /validations/automotive-services/{id}/{id},src/api/capturers.ts,Declarar la regla de autorizacion de este endpoint en el servidor y cubrirla con una prueba negativa por rol.
SEC-BACKOFFICE-EP-088,security,backoffice,medium,unverified,open,S,low,Autorizacion de servidor no verificable: PATCH /validations/{id}/request-correction,src/api/validations.ts,Declarar la regla de autorizacion de este endpoint en el servidor y cubrirla con una prueba negativa por rol.
SEC-BACKOFFICE-EP-095,security,backoffice,medium,unverified,open,S,low,Autorizacion de servidor no verificable: POST /alerts/{id}/escalate,src/api/alerts.ts,Declarar la regla de autorizacion de este endpoint en el servidor y cubrirla con una prueba negativa por rol.
SEC-BACKOFFICE-EP-097,security,backoffice,medium,unverified,open,S,low,Endpoint sin sesion: POST /auth/backoffice/google,src/context/AuthContext.tsx,"Aplicar limite de tasa por IP y por identificador, respuestas genericas y de tiempo constante, y anti-automatizacion en los flujos de credenciales."
SEC-BACKOFFICE-EP-098,security,backoffice,medium,unverified,open,S,low,Endpoint sin sesion: POST /auth/backoffice/login,src/context/AuthContext.tsx,"Aplicar limite de tasa por IP y por identificador, respuestas genericas y de tiempo constante, y anti-automatizacion en los flujos de credenciales."
SEC-BACKOFFICE-EP-099,security,backoffice,medium,unverified,open,S,low,Endpoint sin sesion: POST /auth/google,src/api/auth.ts,"Aplicar limite de tasa por IP y por identificador, respuestas genericas y de tiempo constante, y anti-automatizacion en los flujos de credenciales."
SEC-BACKOFFICE-EP-100,security,backoffice,medium,unverified,open,S,low,Endpoint sin sesion: POST /auth/login,src/api/auth.ts,"Aplicar limite de tasa por IP y por identificador, respuestas genericas y de tiempo constante, y anti-automatizacion en los flujos de credenciales."
SEC-BACKOFFICE-EP-101,security,backoffice,medium,unverified,open,S,low,Autorizacion de servidor no verificable: POST /auth/logout,src/api/auth.ts,Declarar la regla de autorizacion de este endpoint en el servidor y cubrirla con una prueba negativa por rol.
SEC-BACKOFFICE-EP-102,security,backoffice,medium,unverified,open,S,low,Endpoint sin sesion: POST /auth/recover-password/reset,src/pages/RecoverPasswordPage.tsx,"Aplicar limite de tasa por IP y por identificador, respuestas genericas y de tiempo constante, y anti-automatizacion en los flujos de credenciales."
SEC-BACKOFFICE-EP-103,security,backoffice,medium,unverified,open,S,low,Endpoint sin sesion: POST /auth/recover-password/send-code,src/pages/RecoverPasswordPage.tsx,"Aplicar limite de tasa por IP y por identificador, respuestas genericas y de tiempo constante, y anti-automatizacion en los flujos de credenciales."
SEC-BACKOFFICE-EP-104,security,backoffice,medium,unverified,open,S,low,Endpoint sin sesion: POST /auth/recover-password/verify-code,src/pages/RecoverPasswordPage.tsx,"Aplicar limite de tasa por IP y por identificador, respuestas genericas y de tiempo constante, y anti-automatizacion en los flujos de credenciales."
SEC-BACKOFFICE-EP-105,security,backoffice,medium,unverified,open,S,low,Autorizacion de servidor no verificable: POST /auth/refresh,src/api/auth.ts,Declarar la regla de autorizacion de este endpoint en el servidor y cubrirla con una prueba negativa por rol.
SEC-BACKOFFICE-EP-106,security,backoffice,medium,unverified,open,S,low,Endpoint sin sesion: POST /auth/register/capturer,src/pages/CapturerRegisterPage.tsx,"Aplicar limite de tasa por IP y por identificador, respuestas genericas y de tiempo constante, y anti-automatizacion en los flujos de credenciales."
SEC-BACKOFFICE-EP-107,security,backoffice,medium,unverified,open,S,low,Endpoint sin sesion: POST /auth/register/resend-code,src/pages/CapturerRegisterPage.tsx,"Aplicar limite de tasa por IP y por identificador, respuestas genericas y de tiempo constante, y anti-automatizacion en los flujos de credenciales."
SEC-BACKOFFICE-EP-108,security,backoffice,medium,unverified,open,S,low,Endpoint sin sesion: POST /auth/register/verify-email,src/pages/CapturerRegisterPage.tsx,"Aplicar limite de tasa por IP y por identificador, respuestas genericas y de tiempo constante, y anti-automatizacion en los flujos de credenciales."
SEC-BACKOFFICE-EP-111,security,backoffice,medium,unverified,open,S,low,Autorizacion de servidor no verificable: POST /captadores/me/chats/{id}/messages,src/api/capturers.ts,Declarar la regla de autorizacion de este endpoint en el servidor y cubrirla con una prueba negativa por rol.
SEC-BACKOFFICE-EP-112,security,backoffice,medium,unverified,open,S,low,Autorizacion de servidor no verificable: POST /captadores/me/withdrawals,src/api/capturers.ts,Declarar la regla de autorizacion de este endpoint en el servidor y cubrirla con una prueba negativa por rol.
SEC-BACKOFFICE-EP-113,security,backoffice,medium,unverified,open,S,low,Autorizacion de servidor no verificable: POST /mediations,src/api/mediations.ts,Declarar la regla de autorizacion de este endpoint en el servidor y cubrirla con una prueba negativa por rol.
SEC-BACKOFFICE-EP-114,security,backoffice,medium,unverified,open,S,low,Autorizacion de servidor no verificable: POST /mediations/{id}/messages,src/api/mediations.ts,Declarar la regla de autorizacion de este endpoint en el servidor y cubrirla con una prueba negativa por rol.
SEC-BACKOFFICE-EP-117,security,backoffice,medium,unverified,open,S,low,Autorizacion de servidor no verificable: POST /sellers,src/api/sellers.ts,Declarar la regla de autorizacion de este endpoint en el servidor y cubrirla con una prueba negativa por rol.
SEC-BACKOFFICE-EP-118,security,backoffice,medium,unverified,open,S,low,Autorizacion de servidor no verificable: POST /support/tickets,src/api/support.ts | src/pages/CapturerSupportPage.tsx,Declarar la regla de autorizacion de este endpoint en el servidor y cubrirla con una prueba negativa por rol.
SEC-BACKOFFICE-EP-119,security,backoffice,medium,unverified,open,S,low,Autorizacion de servidor no verificable: POST /support/tickets/{id}/messages,src/api/support.ts,Declarar la regla de autorizacion de este endpoint en el servidor y cubrirla con una prueba negativa por rol.
SEC-BACKOFFICE-EP-120,security,backoffice,medium,unverified,open,S,low,Autorizacion de servidor no verificable: POST /uploads/upload,src/api/support.ts,Declarar la regla de autorizacion de este endpoint en el servidor y cubrirla con una prueba negativa por rol.
SEC-BACKOFFICE-EP-121,security,backoffice,medium,unverified,open,S,low,Autorizacion de servidor no verificable: POST /users/perfil/foto,src/api/capturers.ts,Declarar la regla de autorizacion de este endpoint en el servidor y cubrirla con una prueba negativa por rol.
SEC-BACKOFFICE-EP-122,security,backoffice,medium,unverified,open,S,low,Autorizacion de servidor no verificable: POST /validations,src/api/validations.ts,Declarar la regla de autorizacion de este endpoint en el servidor y cubrirla con una prueba negativa por rol.
SEC-BACKOFFICE-EP-130,security,backoffice,medium,unverified,open,S,low,Autorizacion de servidor no verificable: PUT /captadores/me/bank,src/api/capturers.ts,Declarar la regla de autorizacion de este endpoint en el servidor y cubrirla con una prueba negativa por rol.
SEC-BACKOFFICE-EP-131,security,backoffice,medium,unverified,open,S,low,Autorizacion de servidor no verificable: PUT /feedback/{id}/approval,src/api/feedback.ts,Declarar la regla de autorizacion de este endpoint en el servidor y cubrirla con una prueba negativa por rol.
SEC-BACKOFFICE-EP-132,security,backoffice,medium,unverified,open,S,low,Autorizacion de servidor no verificable: PUT /mediations/{id}/messages/{id},src/api/mediations.ts,Declarar la regla de autorizacion de este endpoint en el servidor y cubrirla con una prueba negativa por rol.
SEC-BACKOFFICE-EP-133,security,backoffice,medium,unverified,open,S,low,Autorizacion de servidor no verificable: PUT /usuarios/{id}/notificaciones/leidas,src/api/notifications.ts,Declarar la regla de autorizacion de este endpoint en el servidor y cubrirla con una prueba negativa por rol.
SEC-BACKOFFICE-EP-134,security,backoffice,medium,unverified,open,S,low,Autorizacion de servidor no verificable: PUT /usuarios/{id}/notificaciones/{id}/leida,src/api/notifications.ts,Declarar la regla de autorizacion de este endpoint en el servidor y cubrirla con una prueba negativa por rol.
SEC-BACKOFFICE-EP-135,security,backoffice,medium,unverified,open,S,low,Autorizacion de servidor no verificable: PUT /validations/capturers/config,src/api/capturers.ts,Declarar la regla de autorizacion de este endpoint en el servidor y cubrirla con una prueba negativa por rol.
SEC-BACKOFFICE-RN-010,security,backoffice,medium,fail,open,S,high,Sink de render/navegacion (attr): src/components/mediations/MediationDetail.tsx:341,src/components/mediations/MediationDetail.tsx,Ver SEC-BACKOFFICE-011.
SEC-BACKOFFICE-RN-011,security,backoffice,medium,fail,open,S,high,Sink de render/navegacion (attr): src/components/mediations/MediationDetail.tsx:344,src/components/mediations/MediationDetail.tsx,Ver SEC-BACKOFFICE-011.
SEC-BACKOFFICE-RN-013,security,backoffice,medium,fail,open,S,high,Sink de render/navegacion (attr): src/components/mediations/modals/BlockedAccountHistoryModal.tsx:50,src/components/mediations/modals/BlockedAccountHistoryModal.tsx,Ver SEC-BACKOFFICE-011.
SEC-BACKOFFICE-RN-014,security,backoffice,medium,fail,open,S,high,Sink de render/navegacion (attr): src/components/mediations/modals/ResolvedCaseSummaryModal.tsx:89,src/components/mediations/modals/ResolvedCaseSummaryModal.tsx,Ver SEC-BACKOFFICE-011.
SEC-BACKOFFICE-RN-015,security,backoffice,medium,fail,open,S,high,Sink de render/navegacion (attr): src/components/mediations/modals/ResolvedCaseTimelineModal.tsx:50,src/components/mediations/modals/ResolvedCaseTimelineModal.tsx,Ver SEC-BACKOFFICE-011.
SEC-BACKOFFICE-RN-042,security,backoffice,medium,fail,open,S,high,Sink de render/navegacion (nav): src/utils/documentUrls.ts:166,src/utils/documentUrls.ts,Ver SEC-BACKOFFICE-011.
SEC-BACKOFFICE-RT-005,security,backoffice,medium,partial,open,S,high,Ruta /captador/estado -> guarda de cliente: RequireCapturer,src/App.tsx,Emparejar cada guarda de ruta con la regla equivalente en el servidor para los endpoints que esa pantalla consume.
SEC-BACKOFFICE-RT-006,security,backoffice,medium,partial,open,S,high,Ruta /captador -> guarda de cliente: RequireApprovedCapturer,src/App.tsx,Emparejar cada guarda de ruta con la regla equivalente en el servidor para los endpoints que esa pantalla consume.
SEC-BACKOFFICE-RT-007,security,backoffice,medium,partial,open,S,high,Ruta /captador/comisiones -> guarda de cliente: RequireApprovedCapturer,src/App.tsx,Emparejar cada guarda de ruta con la regla equivalente en el servidor para los endpoints que esa pantalla consume.
SEC-BACKOFFICE-RT-008,security,backoffice,medium,partial,open,S,high,Ruta /captador/ranking -> guarda de cliente: RequireApprovedCapturer,src/App.tsx,Emparejar cada guarda de ruta con la regla equivalente en el servidor para los endpoints que esa pantalla consume.
SEC-BACKOFFICE-RT-009,security,backoffice,medium,partial,open,S,high,Ruta /captador/retiros -> guarda de cliente: RequireApprovedCapturer,src/App.tsx,Emparejar cada guarda de ruta con la regla equivalente en el servidor para los endpoints que esa pantalla consume.
SEC-BACKOFFICE-RT-010,security,backoffice,medium,partial,open,S,high,Ruta /captador/cuenta -> guarda de cliente: RequireApprovedCapturer,src/App.tsx,Emparejar cada guarda de ruta con la regla equivalente en el servidor para los endpoints que esa pantalla consume.
SEC-BACKOFFICE-RT-011,security,backoffice,medium,partial,open,S,high,Ruta /captador/chats -> guarda de cliente: RequireApprovedCapturer,src/App.tsx,Emparejar cada guarda de ruta con la regla equivalente en el servidor para los endpoints que esa pantalla consume.
SEC-BACKOFFICE-RT-012,security,backoffice,medium,partial,open,S,high,Ruta /captador/ayuda -> guarda de cliente: RequireApprovedCapturer,src/App.tsx,Emparejar cada guarda de ruta con la regla equivalente en el servidor para los endpoints que esa pantalla consume.
SEC-BACKOFFICE-RT-013,security,backoffice,medium,partial,open,S,high,Ruta /captador/soporte -> guarda de cliente: RequireApprovedCapturer,src/App.tsx,Emparejar cada guarda de ruta con la regla equivalente en el servidor para los endpoints que esa pantalla consume.
SEC-BACKOFFICE-RT-014,security,backoffice,medium,partial,open,S,high,Ruta / -> guarda de cliente: RequireAuth,src/App.tsx,Emparejar cada guarda de ruta con la regla equivalente en el servidor para los endpoints que esa pantalla consume.
SEC-BACKOFFICE-RT-017,security,backoffice,medium,partial,open,S,high,Ruta /administracion -> guarda de cliente: RequireArea ADMINISTRACION_CONTABLE,src/App.tsx,Emparejar cada guarda de ruta con la regla equivalente en el servidor para los endpoints que esa pantalla consume.
SEC-BACKOFFICE-RT-018,security,backoffice,medium,partial,open,S,high,Ruta /administracion (index) -> guarda de cliente: hereda RequireArea ADMINISTRACION_CONTABLE,src/App.tsx,Emparejar cada guarda de ruta con la regla equivalente en el servidor para los endpoints que esa pantalla consume.
SEC-BACKOFFICE-RT-019,security,backoffice,medium,partial,open,S,high,Ruta /administracion/resumen -> guarda de cliente: hereda RequireArea ADMINISTRACION_CONTABLE,src/App.tsx,Emparejar cada guarda de ruta con la regla equivalente en el servidor para los endpoints que esa pantalla consume.
SEC-BACKOFFICE-RT-020,security,backoffice,medium,partial,open,S,high,Ruta /administracion/pedidos -> guarda de cliente: hereda RequireArea ADMINISTRACION_CONTABLE,src/App.tsx,Emparejar cada guarda de ruta con la regla equivalente en el servidor para los endpoints que esa pantalla consume.
SEC-BACKOFFICE-RT-021,security,backoffice,medium,partial,open,S,high,Ruta /administracion/liquidaciones -> guarda de cliente: hereda RequireArea ADMINISTRACION_CONTABLE,src/App.tsx,Emparejar cada guarda de ruta con la regla equivalente en el servidor para los endpoints que esa pantalla consume.
SEC-BACKOFFICE-RT-022,security,backoffice,medium,partial,open,S,high,Ruta /administracion/gastos -> guarda de cliente: hereda RequireArea ADMINISTRACION_CONTABLE,src/App.tsx,Emparejar cada guarda de ruta con la regla equivalente en el servidor para los endpoints que esa pantalla consume.
SEC-BACKOFFICE-RT-023,security,backoffice,medium,partial,open,S,high,Ruta /administracion/pago-proveedores -> guarda de cliente: hereda RequireArea ADMINISTRACION_CONTABLE,src/App.tsx,Emparejar cada guarda de ruta con la regla equivalente en el servidor para los endpoints que esa pantalla consume.
SEC-BACKOFFICE-RT-024,security,backoffice,medium,partial,open,S,high,Ruta /administracion/pago-captadores -> guarda de cliente: hereda RequireArea ADMINISTRACION_CONTABLE,src/App.tsx,Emparejar cada guarda de ruta con la regla equivalente en el servidor para los endpoints que esa pantalla consume.
SEC-BACKOFFICE-RT-025,security,backoffice,medium,partial,open,S,high,Ruta /administracion/boletas -> guarda de cliente: hereda RequireArea ADMINISTRACION_CONTABLE,src/App.tsx,Emparejar cada guarda de ruta con la regla equivalente en el servidor para los endpoints que esa pantalla consume.
SEC-BACKOFFICE-RT-026,security,backoffice,medium,partial,open,S,high,Ruta /soporte/* -> guarda de cliente: RequireArea SOPORTE,src/App.tsx,Emparejar cada guarda de ruta con la regla equivalente en el servidor para los endpoints que esa pantalla consume.
SEC-BACKOFFICE-RT-027,security,backoffice,medium,partial,open,S,high,Ruta /confianza/* -> guarda de cliente: RequireArea MEDIACION_CONFIANZA,src/App.tsx,Emparejar cada guarda de ruta con la regla equivalente en el servidor para los endpoints que esa pantalla consume.
SEC-BACKOFFICE-RT-028,security,backoffice,medium,partial,open,S,high,Ruta /confianza (index) -> guarda de cliente: hereda RequireArea MEDIACION_CONFIANZA,src/App.tsx,Emparejar cada guarda de ruta con la regla equivalente en el servidor para los endpoints que esa pantalla consume.
SEC-BACKOFFICE-RT-029,security,backoffice,medium,partial,open,S,high,Ruta /confianza/sellers -> guarda de cliente: hereda RequireArea MEDIACION_CONFIANZA,src/App.tsx,Emparejar cada guarda de ruta con la regla equivalente en el servidor para los endpoints que esa pantalla consume.
SEC-BACKOFFICE-RT-030,security,backoffice,medium,partial,open,S,high,Ruta /confianza/captadores -> guarda de cliente: hereda RequireArea MEDIACION_CONFIANZA,src/App.tsx,Emparejar cada guarda de ruta con la regla equivalente en el servidor para los endpoints que esa pantalla consume.
SEC-BACKOFFICE-RT-031,security,backoffice,medium,partial,open,S,high,Ruta /confianza/validations -> guarda de cliente: hereda RequireArea MEDIACION_CONFIANZA,src/App.tsx,Emparejar cada guarda de ruta con la regla equivalente en el servidor para los endpoints que esa pantalla consume.
SEC-BACKOFFICE-RT-032,security,backoffice,medium,partial,open,S,high,Ruta /confianza/mediations -> guarda de cliente: hereda RequireArea MEDIACION_CONFIANZA,src/App.tsx,Emparejar cada guarda de ruta con la regla equivalente en el servidor para los endpoints que esa pantalla consume.
SEC-BACKOFFICE-RT-033,security,backoffice,medium,partial,open,S,high,Ruta /confianza/mediations/:id -> guarda de cliente: hereda RequireArea MEDIACION_CONFIANZA,src/App.tsx,Emparejar cada guarda de ruta con la regla equivalente en el servidor para los endpoints que esa pantalla consume.
SEC-BACKOFFICE-RT-034,security,backoffice,medium,partial,open,S,high,Ruta /confianza/alertas -> guarda de cliente: hereda RequireArea MEDIACION_CONFIANZA,src/App.tsx,Emparejar cada guarda de ruta con la regla equivalente en el servidor para los endpoints que esa pantalla consume.
SEC-BACKOFFICE-RT-035,security,backoffice,medium,partial,open,S,high,Ruta /confianza/bitacora -> guarda de cliente: hereda RequireArea MEDIACION_CONFIANZA,src/App.tsx,Emparejar cada guarda de ruta con la regla equivalente en el servidor para los endpoints que esa pantalla consume.
SEC-BACKOFFICE-RT-036,security,backoffice,medium,partial,open,S,high,Ruta /confianza/reports -> guarda de cliente: hereda RequireArea MEDIACION_CONFIANZA,src/App.tsx,Emparejar cada guarda de ruta con la regla equivalente en el servidor para los endpoints que esa pantalla consume.
SEC-BACKOFFICE-RT-037,security,backoffice,medium,partial,open,S,high,Ruta /confianza/feedback -> guarda de cliente: hereda RequireArea MEDIACION_CONFIANZA,src/App.tsx,Emparejar cada guarda de ruta con la regla equivalente en el servidor para los endpoints que esa pantalla consume.
SEC-BACKOFFICE-RT-038,security,backoffice,medium,partial,open,S,high,Ruta * (catch-all -> /) -> guarda de cliente: sin guarda propia; redirige a / que exige RequireAuth,src/App.tsx,Emparejar cada guarda de ruta con la regla equivalente en el servidor para los endpoints que esa pantalla consume.
SEC-BACKOFFICE-TK-002,security,backoffice,medium,partial,open,S,high,Punto de sesion: setAuthHeader: token en headers.common de axios,src/context/AuthContext.tsx,Ver SEC-BACKOFFICE-006.
SEC-BACKOFFICE-TK-008,security,backoffice,medium,partial,open,S,high,Punto de sesion: login: emision y almacenamiento del token,src/context/AuthContext.tsx,Ver SEC-BACKOFFICE-009.
SEC-BACKOFFICE-TK-009,security,backoffice,medium,partial,open,S,high,Punto de sesion: loginWithGoogle: emision y almacenamiento del token,src/context/AuthContext.tsx,Ver SEC-BACKOFFICE-009.
SEC-BACKOFFICE-TK-011,security,backoffice,medium,fail,open,S,high,"Punto de sesion: refresh: funcion vacia, sin rotacion de sesion",src/context/AuthContext.tsx,Ver SEC-BACKOFFICE-007.
SEC-BACKOFFICE-TK-012,security,backoffice,medium,unverified,open,S,low,Punto de sesion: apiClient: withCredentials true junto a cabecera de portador,src/api/client.ts,Ver SEC-BACKOFFICE-024.
SEC-BACKOFFICE-TK-013,security,backoffice,medium,fail,open,S,high,Punto de sesion: apiClient: sin interceptores de respuesta (401 no gestionado),src/api/client.ts,Ver SEC-BACKOFFICE-008.
SEC-BACKOFFICE-TK-015,security,backoffice,medium,partial,open,S,high,Punto de sesion: getAuthHeaders: construccion de la cabecera para fetch,src/utils/documentUrls.ts,Ver SEC-BACKOFFICE-010.
SEC-BACKOFFICE-017,security,backoffice,low,fail,open,S,high,Estado privilegiado de la UI leido desde localStorage sin ninguna via de activacion en la interfaz,src/utils/manualMediationAdminMode.ts | src/utils/manualMediationStatus.ts,"Retirar el mecanismo: no tiene via de activacion en la UI y solo puede desincronizar la vista de la verdad del servidor. Si se necesita para depuracion, limitarlo a builds de desarrollo con import.meta.env.DEV."
SEC-BACKOFFICE-018,security,backoffice,low,fail,open,S,high,Mensajes de error del servidor mostrados sin filtrar en los formularios de acceso,src/pages/LoginPage.tsx | src/pages/RecoverPasswordPage.tsx | src/pages/ActivateEmployeePage.tsx,"Mostrar un mensaje generico y constante en los flujos de autenticacion y recuperacion, reservando el detalle del servidor para los errores de negocio ya autenticados. Alinearlo con una respuesta de tiempo constante en el servidor."
